iso-date,tmin,tavg,tmax,precip,globrad,wind,relhumid,vaporpress,dewpoint_temp,relhumid_tmin,relhumid_tmax
-,°C,°C,°C,mm,MJ m-2,m s-1,%,kPa,Â°C,% 0-100,% 0-100
2020-01-30,2.6,5.1,7.6,5,1.45,6.3,80.83,999.9,999.9,999.9,999.9
2020-01-31,5.4,9,10.8,1.8,3.41,6.2,79.79,999.9,999.9,999.9,999.9
2020-02-01,8.3,10.6,12.8,6.8,1.745,5.6,82.63,999.9,999.9,999.9,999.9
2020-02-02,5.4,7,8.6,2.4,1.15,5.65,84.04,999.9,999.9,999.9,999.9
2020-02-03,5.1,6.7,8.7,3.2,2.18,3.7,90.92,999.9,999.9,999.9,999.9
2020-02-04,3.1,4.9,6.6,1.2,3.27,4.95,85,999.9,999.9,999.9,999.9
2020-02-05,1.7,2.7,4.4,2,6.04,4.05,80,999.9,999.9,999.9,999.9
2020-02-06,1.7,3.9,6.1,0,2.335,5.05,83.13,999.9,999.9,999.9,999.9
2020-02-07,4.4,5.4,7.1,0.2,2.475,2.45,90.54,999.9,999.9,999.9,999.9
2020-02-08,0.9,4.2,8.1,0,7.61,3.3,82.25,999.9,999.9,999.9,999.9
2020-02-09,3.8,7.5,11.3,2.4,6.5,5.9,70.5,999.9,999.9,999.9,999.9
2020-02-10,3.4,7.1,12.9,10,2.205,8.35,77.17,999.9,999.9,999.9,999.9
2020-02-11,3.2,4.7,6.4,0.4,2.555,9,69.5,999.9,999.9,999.9,999.9
2020-02-12,2.6,4.1,6,0,2.765,8,64.92,999.9,999.9,999.9,999.9
2020-02-13,0.4,3.6,6.3,0,5.71,4.75,71.42,999.9,999.9,999.9,999.9
2020-02-14,1.9,3.8,5.5,0.6,2.37,2.1,91.04,999.9,999.9,999.9,999.9
2020-02-15,0.3,4.8,9.9,0.2,6.71,3.6,85.29,999.9,999.9,999.9,999.9
2020-02-16,6.6,10.4,16.2,3.4,2.185,6.3,61.04,999.9,999.9,999.9,999.9
2020-02-17,6.8,9.9,16.4,0,3.705,6.45,64.21,999.9,999.9,999.9,999.9
2020-02-18,4.5,6.7,8.3,0.6,5,6.55,71.42,999.9,999.9,999.9,999.9
2020-02-19,3.1,4.5,6,8,2.99,5.5,82,999.9,999.9,999.9,999.9
2020-02-20,0.6,4.9,7.6,0.2,5.675,4.45,79.42,999.9,999.9,999.9,999.9
2020-02-21,4.1,5.6,7.4,6.2,4.72,6.4,74.88,999.9,999.9,999.9,999.9
2020-02-22,5.1,7.7,11.7,1.2,4.445,7.7,64.46,999.9,999.9,999.9,999.9
2020-02-23,4.3,6.5,7.7,18.6,1.7,6.2,83.25,999.9,999.9,999.9,999.9
2020-02-24,3.9,5.1,6.8,6.2,5.72,5.95,78.5,999.9,999.9,999.9,999.9
2020-02-25,3.2,7.7,10.8,1.4,6.19,5.6,77,999.9,999.9,999.9,999.9
2020-02-26,1.4,2.6,4.1,4.6,2.95,3.7,88.58,999.9,999.9,999.9,999.9
2020-02-27,1.3,2.9,5.8,1.4,5.14,3.4,83.04,999.9,999.9,999.9,999.9
2020-02-28,0.3,2.8,6.7,0,6.225,4.1,79.33,999.9,999.9,999.9,999.9
2020-02-29,1.7,5.6,9.8,1.6,6.42,4.95,80.38,999.9,999.9,999.9,999.9
2020-03-01,2.3,5.9,10.9,4.4,6.735,4.65,79.33,999.9,999.9,999.9,999.9
2020-03-02,2,4.6,7.6,0.2,4.015,3.1,85.33,999.9,999.9,999.9,999.9
2020-03-03,2.1,3.7,5.3,6.4,2.19,3.2,91.92,999.9,999.9,999.9,999.9
2020-03-04,0.6,3.6,8.3,0,8.75,3.25,81.83,999.9,999.9,999.9,999.9
2020-03-05,0.6,5,10.1,0.2,11.22,3.15,77.79,999.9,999.9,999.9,999.9
2020-03-06,3.2,5.5,7.8,2.2,2.415,3.3,85.5,999.9,999.9,999.9,999.9
2020-03-07,2.8,4.3,6.2,2.2,1.59,5.1,88.58,999.9,999.9,999.9,999.9
2020-03-08,0.3,5.4,9.7,0,8.915,3.25,78.54,999.9,999.9,999.9,999.9
2020-03-09,3.9,6.2,8.6,1.4,3.08,2.85,88.71,999.9,999.9,999.9,999.9
2020-03-10,1.6,5.2,8.6,7.4,4.44,5.55,88.04,999.9,999.9,999.9,999.9
2020-03-11,6.4,9.3,12.3,2.8,10.835,6.1,73.33,999.9,999.9,999.9,999.9
2020-03-12,3.1,9.4,13.8,4.8,7.44,7.65,67.75,999.9,999.9,999.9,999.9
2020-03-13,2.6,6,9.4,0,6.505,7.25,69.08,999.9,999.9,999.9,999.9
2020-03-14,-0.9,2.7,6.5,0,16.105,2.15,64.88,999.9,999.9,999.9,999.9
2020-03-15,-2.8,4.3,10.8,0,14.575,4.55,48.92,999.9,999.9,999.9,999.9
2020-03-16,2.9,8.6,15.2,0,14.315,3,55.58,999.9,999.9,999.9,999.9
2020-03-17,2.4,8.9,15.1,0,9.78,2.2,75.54,999.9,999.9,999.9,999.9
2020-03-18,5.3,10.7,16.6,0,14.23,3.6,68.13,999.9,999.9,999.9,999.9
2020-03-19,6.9,9.8,14.7,0,8.59,2.45,75.54,999.9,999.9,999.9,999.9
2020-03-20,5,6.8,8.4,0,3.59,1.95,69.88,999.9,999.9,999.9,999.9
2020-03-21,-0.3,3.6,7.2,0,13.53,3.55,61,999.9,999.9,999.9,999.9
2020-03-22,-3.3,0.7,5.3,0,17.435,3.25,53.13,999.9,999.9,999.9,999.9
2020-03-23,-5.2,0.1,5.7,0,18.485,2.65,50.21,999.9,999.9,999.9,999.9
2020-03-24,-5.1,1.5,7.9,0,19.035,3.1,50.13,999.9,999.9,999.9,999.9
2020-03-25,-3.2,3.4,9.5,0,18.705,3.9,46.83,999.9,999.9,999.9,999.9
2020-03-26,-2.5,4.9,10.9,0,17.495,3.5,47.46,999.9,999.9,999.9,999.9
2020-03-27,1.8,7.9,15.1,0,17.28,2.75,49.83,999.9,999.9,999.9,999.9
2020-03-28,1.4,6.5,13.2,0,17.18,2.55,70,999.9,999.9,999.9,999.9
2020-03-29,-1.3,2.9,5.7,2.4,4.55,3.95,76.17,999.9,999.9,999.9,999.9
2020-03-30,-3.3,0.7,5.4,0,12.85,3.55,68.33,999.9,999.9,999.9,999.9
2020-03-31,-2.6,0.6,4.7,0,13.805,2.45,64.29,999.9,999.9,999.9,999.9
2020-04-01,-2.1,3.9,9.8,0,19.075,4.1,55.38,999.9,999.9,999.9,999.9
2020-04-02,3,6.2,10.1,0,10.375,4.35,58.17,999.9,999.9,999.9,999.9
2020-04-03,2.3,7.2,11.1,0,16.67,5.4,56.17,999.9,999.9,999.9,999.9
2020-04-04,2.2,7.1,12.4,0,16.38,1.75,56.17,999.9,999.9,999.9,999.9
2020-04-05,-0.2,8.8,16.1,0,21.275,3.8,51.25,999.9,999.9,999.9,999.9
2020-04-06,4.4,13.3,22.4,0,21.405,3.95,41.17,999.9,999.9,999.9,999.9
2020-04-07,8,13.7,19.8,0,20.455,3.05,50.46,999.9,999.9,999.9,999.9
2020-04-08,4.3,13.2,21.9,0,20.815,2,57.21,999.9,999.9,999.9,999.9
2020-04-09,7.4,12.6,18.8,0,17.985,2.85,64.17,999.9,999.9,999.9,999.9
2020-04-10,2.7,9.5,15.8,0,22.11,1.9,57.58,999.9,999.9,999.9,999.9
2020-04-11,2.4,8.7,14.8,0,22.245,1.7,59.54,999.9,999.9,999.9,999.9
2020-04-12,2.8,13.7,22.9,0,21.94,2.65,48.83,999.9,999.9,999.9,999.9
2020-04-13,3.4,8.5,13.9,5.4,12.385,3.85,60.21,999.9,999.9,999.9,999.9
2020-04-14,0.2,8.6,10.2,0,19.145,4.1,55.5,999.9,999.9,999.9,999.9
2020-04-15,3.8,8.4,14.5,0,18.995,5.35,56.13,999.9,999.9,999.9,999.9
2020-04-16,6.5,12.5,18.6,0,21.96,3.8,54.25,999.9,999.9,999.9,999.9
2020-04-17,6,10.7,15.7,0,21.94,1.85,50.96,999.9,999.9,999.9,999.9
2020-04-18,2.3,9.8,16.7,0,24.745,2.85,38.75,999.9,999.9,999.9,999.9
2020-04-19,3.3,8.4,13.2,0.2,24.985,3.6,42,999.9,999.9,999.9,999.9
2020-04-20,1.4,8.7,15.1,0,25.315,3.45,49.67,999.9,999.9,999.9,999.9
2020-04-21,2.3,10.1,17.1,0,24.92,4.05,48.79,999.9,999.9,999.9,999.9
2020-04-22,3.4,11.4,19.2,0,25.005,3.3,51.63,999.9,999.9,999.9,999.9
2020-04-23,4.9,13.4,20.8,0,25.34,1.8,50.92,999.9,999.9,999.9,999.9
2020-04-24,6.8,14.9,22.6,0,21.47,3.2,50.38,999.9,999.9,999.9,999.9
2020-04-25,7.3,11,14.7,0,15.96,3.35,55.75,999.9,999.9,999.9,999.9
2020-04-26,6.6,11.8,18.3,0,20.94,1.75,50.75,999.9,999.9,999.9,999.9
2020-04-27,5.1,14.3,22.6,0,24.41,2.5,46.17,999.9,999.9,999.9,999.9
2020-04-28,2.9,17.2,24.4,0.4,21.32,2.5,50.63,999.9,999.9,999.9,999.9
2020-04-29,7.1,11.2,15.2,4,10.43,2.05,83.33,999.9,999.9,999.9,999.9
2020-04-30,4.8,13.6,19.8,0.4,14.14,3.15,75.25,999.9,999.9,999.9,999.9
2020-05-01,10.1,14.1,18.1,0,17.265,3.95,60.96,999.9,999.9,999.9,999.9
2020-05-02,7.6,10.8,15.3,1.8,14.755,3.6,74,999.9,999.9,999.9,999.9
2020-05-03,7.2,10.9,15.2,0,13.985,3.65,69.46,999.9,999.9,999.9,999.9
2020-05-04,5.3,10.2,15.6,3.8,9.395,1.8,78.75,999.9,999.9,999.9,999.9
2020-05-05,3.7,7.4,11.7,2,19.93,2.9,76.54,999.9,999.9,999.9,999.9
2020-05-06,4.8,10.8,16.9,0,24.28,3.4,61.33,999.9,999.9,999.9,999.9
2020-05-07,5.9,9.9,14.3,0,13.485,3.25,66.96,999.9,999.9,999.9,999.9
2020-05-08,7.1,14.9,21.8,0,8.59,2.3,54.21,999.9,999.9,999.9,999.9
2020-05-09,8.1,16.2,23.1,0,27.815,1.85,51.25,999.9,999.9,999.9,999.9
2020-05-10,8.7,18,25.6,0,17.825,2.6,59.92,999.9,999.9,999.9,999.9
2020-05-11,4.3,8.4,16.6,12.6,2.945,3.05,87.54,999.9,999.9,999.9,999.9
2020-05-12,0.9,7,11.8,0,21.775,3.9,61.75,999.9,999.9,999.9,999.9
2020-05-13,3.8,9,14.3,0,18.04,2.2,61.29,999.9,999.9,999.9,999.9
2020-05-14,4.4,9.3,14.2,0,22.78,2.3,63.58,999.9,999.9,999.9,999.9
2020-05-15,1.6,10.1,16.1,0,28.595,2.85,56.33,999.9,999.9,999.9,999.9
2020-05-16,7.3,11.8,16.1,0,18.6,4.4,53.21,999.9,999.9,999.9,999.9
2020-05-17,9,13.6,18.6,0.2,27.67,3.85,52.17,999.9,999.9,999.9,999.9
2020-05-18,10.7,16.3,22.2,0,3.985,3.75,54.5,999.9,999.9,999.9,999.9
2020-05-19,12,15.3,19.8,0,15.075,3.25,69.54,999.9,999.9,999.9,999.9
2020-05-20,10.1,14.8,19.9,0,27.1,2,58.04,999.9,999.9,999.9,999.9
2020-05-21,6.9,14.3,20.3,0,28.965,2.3,50.63,999.9,999.9,999.9,999.9
2020-05-22,6.7,16.2,23.4,0,23.3,3.15,44.54,999.9,999.9,999.9,999.9
2020-05-23,9.3,14.2,20.2,4,10.445,3.15,74.54,999.9,999.9,999.9,999.9
2020-05-24,9.4,11.7,17.6,11.6,17.17,3.85,78.75,999.9,999.9,999.9,999.9
2020-05-25,9.4,11.6,14.1,1.4,11.985,3.35,84.46,999.9,999.9,999.9,999.9
2020-05-26,7.9,13.2,19.3,0.2,27.12,1.9,72.13,999.9,999.9,999.9,999.9
2020-05-27,7.9,15.8,21.9,0,28.925,1.8,57.58,999.9,999.9,999.9,999.9
2020-05-28,10.5,14.6,19.8,0.6,23.11,3,59.71,999.9,999.9,999.9,999.9
2020-05-29,6.8,13.9,20,0,23.15,2.65,55.33,999.9,999.9,999.9,999.9
2020-05-30,7.1,13.4,18.3,0,23.46,3.1,53.83,999.9,999.9,999.9,999.9
2020-05-31,9.2,15.7,23.5,0,24.32,3.15,59.88,999.9,999.9,999.9,999.9
2020-06-01,8,16.7,23.9,0,30.93,2.8,52.5,999.9,999.9,999.9,999.9
2020-06-02,10.6,18.9,27,0,26.825,2.7,52.38,999.9,999.9,999.9,999.9
2020-06-03,10.4,17.8,24.2,0,30.235,2.2,47.08,999.9,999.9,999.9,999.9
2020-06-04,11.7,18.6,25.1,0.4,20.47,3.75,53.04,999.9,999.9,999.9,999.9
2020-06-05,13.2,15.7,18.2,0.6,15.78,4.3,66.75,999.9,999.9,999.9,999.9
2020-06-06,9.7,14.7,19.6,0.4,22.505,4.65,54.29,999.9,999.9,999.9,999.9
2020-06-07,9.9,14.3,18.3,1.2,11.01,2.05,74.25,999.9,999.9,999.9,999.9
2020-06-08,12.2,16.6,21.2,2.2,23.46,1.75,61.96,999.9,999.9,999.9,999.9
2020-06-09,10.5,17.2,22.9,0,17.14,1.95,59.58,999.9,999.9,999.9,999.9
2020-06-10,10.5,16.8,22.5,0,23.795,2.65,66.13,999.9,999.9,999.9,999.9
2020-06-11,15,18.2,22.7,1,10.065,1.7,82.88,999.9,999.9,999.9,999.9
2020-06-12,15.1,21.6,29.2,0,22.665,2.45,71.58,999.9,999.9,999.9,999.9
2020-06-13,18.1,23.2,33.4,13.8,18.88,3.1,73.79,999.9,999.9,999.9,999.9
2020-06-14,17.2,21.2,26.1,0,22.41,3.15,60.79,999.9,999.9,999.9,999.9
2020-06-15,13.1,19.2,24.6,0,29.83,2.3,53.96,999.9,999.9,999.9,999.9
2020-06-16,12.7,20.4,26.2,0,29.435,1.55,56.46,999.9,999.9,999.9,999.9
2020-06-17,15,22.8,28.6,0,26.415,1.85,52.5,999.9,999.9,999.9,999.9
2020-06-18,17,20.6,25.6,0,17.49,2.2,63.58,999.9,999.9,999.9,999.9
2020-06-19,15.7,18.3,21.7,0,10.12,2.7,80.29,999.9,999.9,999.9,999.9
2020-06-20,14.6,16.1,17.7,1.2,5.505,4.45,87.63,999.9,999.9,999.9,999.9
2020-06-21,14.5,16,17.4,8.4,5.52,2.75,92.33,999.9,999.9,999.9,999.9
2020-06-22,13.4,20.1,26.3,0,28.345,2.75,64.21,999.9,999.9,999.9,999.9
2020-06-23,13.7,18.9,23.4,0,31.135,2.45,57,999.9,999.9,999.9,999.9
2020-06-24,12.7,19.2,23.6,0,18.29,1.95,66.67,999.9,999.9,999.9,999.9
2020-06-25,18,22.3,27.8,0,24.555,3.1,65.46,999.9,999.9,999.9,999.9
2020-06-26,16.6,22.9,28.6,0,19.9,2.6,69.83,999.9,999.9,999.9,999.9
2020-06-27,16.2,24.1,30.8,0,25.835,2.35,63,999.9,999.9,999.9,999.9
2020-06-28,19.7,24.2,31.1,0,20.075,3.2,66.71,999.9,999.9,999.9,999.9
2020-06-29,15.8,19.2,25.2,2.4,18.405,2,66.58,999.9,999.9,999.9,999.9
2020-06-30,14.3,18.3,24.6,0,27.205,4.55,55.5,999.9,999.9,999.9,999.9
2020-07-01,16.1,19.8,24.2,19.4,12.595,3.1,73.42,999.9,999.9,999.9,999.9
2020-07-02,16.1,20.2,24.5,0.4,21.18,2.7,70.79,999.9,999.9,999.9,999.9
2020-07-03,16.3,19.8,23.6,0,22.965,3.45,63.21,999.9,999.9,999.9,999.9
2020-07-04,13.7,21.3,26.5,0,24.68,4.15,55,999.9,999.9,999.9,999.9
2020-07-05,19.6,23.3,28,0,17.91,5.2,60.96,999.9,999.9,999.9,999.9
2020-07-06,14.2,19.2,22.8,0,24.1,5.45,58.83,999.9,999.9,999.9,999.9
2020-07-07,11.2,16.2,20.8,0,22.37,4.1,56.13,999.9,999.9,999.9,999.9
2020-07-08,12.3,14.7,17.9,0.6,11.085,2.9,78.54,999.9,999.9,999.9,999.9
2020-07-09,13,16.8,20.8,5.6,10.11,2.45,85.92,999.9,999.9,999.9,999.9
2020-07-10,14.8,19.8,27.5,0.8,13.055,3.6,80.21,999.9,999.9,999.9,999.9
2020-07-11,11.4,16.1,20.8,0,23.65,2.75,66.21,999.9,999.9,999.9,999.9
2020-07-12,10.7,16.4,21.4,0,26.83,2.6,63.42,999.9,999.9,999.9,999.9
2020-07-13,13.9,18.8,24.4,0,28.105,1.9,60.5,999.9,999.9,999.9,999.9
2020-07-14,11.7,21.3,29.4,0,26.625,2.4,52.33,999.9,999.9,999.9,999.9
2020-07-15,13.7,18.1,23.1,5.2,11.82,2.35,74.21,999.9,999.9,999.9,999.9
2020-07-16,13.4,16.1,20.7,2.4,17.205,2.05,80.5,999.9,999.9,999.9,999.9
2020-07-17,12.3,16.9,20.9,0,14.55,1.9,80.29,999.9,999.9,999.9,999.9
2020-07-18,13.4,20.8,28.1,0,22.86,1.35,70.88,999.9,999.9,999.9,999.9
2020-07-19,17.3,22.9,31.4,2,20.965,1.65,73.17,999.9,999.9,999.9,999.9
2020-07-20,15.4,20.1,25.3,1,20.105,2,80.96,999.9,999.9,999.9,999.9
2020-07-21,13.7,18.3,23.3,0,25.04,2.4,65.21,999.9,999.9,999.9,999.9
2020-07-22,12.2,17.9,22.7,0,25.275,2.4,61.71,999.9,999.9,999.9,999.9
2020-07-23,13.4,17.7,22.2,1.2,20.525,1.8,65.08,999.9,999.9,999.9,999.9
2020-07-24,12.6,21,28.4,0,24.28,3.1,59.79,999.9,999.9,999.9,999.9
2020-07-25,15.2,21.1,25.9,0,19.23,1.65,67.79,999.9,999.9,999.9,999.9
2020-07-26,15.9,19.7,25.2,3.2,13.975,2.8,77.04,999.9,999.9,999.9,999.9
2020-07-27,15,21.1,27.7,0.4,18.98,1.85,66.88,999.9,999.9,999.9,999.9
2020-07-28,17.9,23.3,29.2,0,19.115,3.5,56.63,999.9,999.9,999.9,999.9
2020-07-29,15.7,19.6,23.6,0,20.415,3.7,58.75,999.9,999.9,999.9,999.9
2020-07-30,12.6,18.7,24.2,0,26.265,2.65,58.29,999.9,999.9,999.9,999.9
2020-07-31,13.3,19.8,26.6,0,28.025,2.3,57.13,999.9,999.9,999.9,999.9
2020-08-01,12,21.3,28.9,0,27.215,2.55,59.46,999.9,999.9,999.9,999.9
2020-08-02,18.8,21,27.8,1.8,9.725,2.3,72.08,999.9,999.9,999.9,999.9
2020-08-03,15.4,18.6,21.1,3.2,10.895,2.1,77.21,999.9,999.9,999.9,999.9
2020-08-04,12.7,17.6,22.6,0,17.375,1.95,66.58,999.9,999.9,999.9,999.9
2020-08-05,11.2,19.9,27.2,0,25.34,1.95,58.38,999.9,999.9,999.9,999.9
